text,label,hate_type,dialect,source
@Hasan_S_88 @DimaSadek العمى شو وقحة عنجد❗️لا و رافعة الكلفة كمان,hate,gender,levantine,letmi
@Khaled22738401 @NicoleHajal @Samia77881 بول البعير كتير عليك,hate,gender,levantine,letmi
@DimaSadek يا حية انضبي وكفى بخ سم,hate,gender,levantine,letmi
@DimaSadek عقبالك.. تستقيلي من الاعلام وتوقفي ع المجلى..,hate,gender,levantine,letmi
@DimaSadek ديما يا عديمة الشرف ما بيطلعلك تحكي عن الشرف,hate,gender,levantine,letmi
@DimaSadek احتياط سكري نيعك �,hate,gender,levantine,letmi
@DimaSadek انشالله بتفوتي عالمستشفى وما بتلاقي متبرع يا منافقة,hate,gender,levantine,letmi
@DimaSadek بتحبي تضلك عايشي عالبهدلي يا #ديما_الواطيه,hate,gender,levantine,letmi
@user @user @user @user ندري شلون نفهم عيال المتعه، مشروب ابوال البعير للعلاج فقط لكن مرجعي… @user,hate,race,mixed,mlma
@DimaSadek هلق إنت مصدقة حالك إنك ثورية ومناضلة عن جد,hate,gender,levantine,letmi
@DimaSadek اصمتي يا عاهرة المال,hate,gender,levantine,letmi
@DimaSadek لك انتي اغبى واوسخ المخلوقات...,hate,gender,levantine,letmi
@DimaSadek ان شاء الله نحن كلنا منقبرك�,hate,gender,levantine,letmi
@DimaSadek @AhmadBallout15 ٧ ايار الجايي لازم يسحبوك من شعرك بلكي بتصيري  تفهمي,hate,gender,levantine,letmi
ههههههه ناطق التخالف أصلا كان شارب بول البعير. @url,hate,race,mixed,mlma
@yumnafawaz @rayaelhassan ام نص لسان ،حماره من بلدي ����,hate,gender,levantine,letmi
@yumnafawaz مش رح تعرفي تحكي انت يا ام نص لسان عيب عليكي ..واذا حكى عن النازحين اصلاً المظاهرة مفروض تكون لترحيل ال… https://t.co/sXDfUCmMMp,hate,gender,levantine,letmi
@LbciLebanon @DimaSadek ديما بلا تحيتك من طرابلس تقدمي للجنوب وزوريهم بالمستشفيات وشوفي شعبيتك اديش كبيره .. اذا ما… https://t.co/r1FUlTnG9j,hate,gender,levantine,letmi
@NicoleND22 @DimaSadek معلي بعد السحسوح بترجع تعتذر���صارت معودة,hate,gender,levantine,letmi
@user @user @user @user الانعام امثالك يا زبالة الي يشرب بول البعير ويركض ورا الع… @url,hate,race,mixed,mlma
@DimaSadek @ayattali حذاء السيد اشرف من راسك,hate,gender,levantine,letmi
بالعادة المتسعودين المسعورين بيستعملوا المنشار تحت تاثير تناول بول البعير..!! @url,hate,race,mixed,mlma
@DimaSadek يا هبله قال لن يسقط العهد ���✍️,hate,gender,levantine,letmi
لاتلعب بنار يامجوسي مع سني بتحرء أصابيعك خزها عبرة ياأبن لمتعة ليمازة لخميني لعنة الله سرهو في جنازتهي وكل من شهادة… @user,hate,race,mixed,mlma
@DimaSadek الهي يقبر قلبك �,hate,gender,levantine,letmi
@DimaSadek كاذبة وقابضة,hate,gender,levantine,letmi
@yumnafawaz ريحة زنخة �,hate,gender,levantine,letmi
@DimaSadek الله يعين المجتمع ع قلة فهمك و استيعابك �,hate,gender,levantine,letmi
@DimaSadek عما بقلبك شو حقيرة,hate,gender,levantine,letmi
"@DimaSadek @LBCI_NEWS يا ريت يكمشوكي ويلفوكي بعلم بلدك الاصلي يعني الاسرائيلي
يا الله ما احلاها يسحبوكي من شعرك ويمسحو فيكي الارض",hate,gender,levantine,letmi
@NicoleHajal @arkay83 هيّ حالك لتتعرفي على معلمتك الجديدة يا كركمة�� https://t.co/EVqDBMwtPF,hate,gender,levantine,letmi
يعني فهمتها بمصطلحك ايها البعير يبدوا ان شرب… @user,hate,race,mixed,mlma
@yumnafawaz امشي نضبي.,hate,gender,levantine,letmi
@DimaSadek انتي اخرسي واعزمي سياسيي السلطة عندك بالبيت عل عشاء.انتي يا فاسدة اولون كلون يعني كلون وانتي اولون اخرسي ما بدي اسمع صوتك,hate,gender,levantine,letmi
@DimaSadek ألتزمي الصمت (يعني سدي نيعك بالعربي)...حتى نهاية المعركه ...لا دور للأنتهازيبن امثالك,hate,gender,levantine,letmi
@yumnafawaz أديش سعرك؟,hate,gender,levantine,letmi
@DimaSadek يلعن صباحك وصباح ثورتك. قال ثورة قال �,hate,gender,levantine,letmi
@DimaSadek يلعن البطن اللي جابتك,hate,gender,levantine,letmi
@DimaSadek مصدقة حالك ههههههه فشرتي فشرتي، يا حمارة يا جاهلة لو انك بتفهمي و َرسالتك الاعلامية نضيفة يا وسخة بتعرفي… https://t.co/tdDErWdtuc,hate,gender,levantine,letmi
@DimaSadek قال انت المفتش كونان، يقطع عمرك ما ازنخك,hate,gender,levantine,letmi
@yumnafawaz مخابرات جيش يا هبلة,hate,gender,levantine,letmi
"RT @ourwordsreach1: @AliMahd35302025 @DimaSadek العمى شو غبية 
وقوقها تفه",hate,gender,levantine,letmi
@user @user @user يا خنزير  لا  تستعجل.  جايكم الدور  خلينا نربيكم في اليمن ونربي قطر. و… @url,hate,race,mixed,mlma
@yumnafawaz يا ريت تشرحيلنا شو هوي التغيير يلي شفتيه انت وعم تمشي بشوارع بيروت غير الفوضى وبعض الخيم وبأي شي حسيت بالفخر #تافهة,hate,gender,levantine,letmi
"@DimaSadek #ديما_الواطيه والشرشوحة والتافهة وأم الشوو اوف واللي بتحب تنسب وتتبهدل
ديما المصلحجية الكذابة اللي همها… https://t.co/hlCuCdAT2L",hate,gender,levantine,letmi
@DimaSadek احترمي حالك وحدة مبهدلة بتسوى صرماية اعتق من عتيقة روحي انضبي,hate,gender,levantine,letmi
@Laudy_1 @DimaSadek قابضة قبضة حرزانة حقيرة,hate,gender,levantine,letmi
@yumnafawaz هلق ضروري انه كل واحد طلع عا الشاشة يكون بيفهم، يقطع عمرك رملاء أفهم منك.,hate,gender,levantine,letmi
@berrynawal نوال بري كلبي و عمبتلعب على ٢ وينو كبير العيلة ولي,hate,gender,levantine,letmi
@yumnafawaz بدك ١٠٠ سنة تتفهمي يلي قالو الرئيس. انضبي انتِ قليلة الاخلاق,hate,gender,levantine,letmi
@DimaSadek حاش تكذبي عالعالم افلامك محروقة يا بصلة معفنة,hate,gender,levantine,letmi
@yumnafawaz أكلي زباله يا زباله,hate,gender,levantine,letmi
شعب زباله يتمتع بشرب بول البعير والتداوي بماء الرجال @user,hate,race,mixed,mlma
@yumnafawaz بدك دعوسة,hate,gender,levantine,letmi
"@yumnafawaz @General_Aoun مينك إنت يا نص لسان وعقل تا تحكي بإسم الشعب؟
شقفة وحدة مسخرجيه ما في حداً مش مستلما على س… https://t.co/8BHPxKYWVo",hate,gender,levantine,letmi
@DimaSadek يا معاقة، إذا الحزب بحد ذاتو طلع بيان آنو ما آلو علاقة بإللي نزلو. من وين بتجيبي اخبارك بس���,hate,gender,levantine,letmi
RT @p3VaAm0hXO2tieh: @zna_krm @DimaSadek @LebarmyOfficial وحدة حقيرة لازم يضبوها فوراً هي وأمثالها,hate,gender,levantine,letmi
@yumnafawaz معقول الرئيس قاصصلك الشقفة الناقصة من لسانك حتى بتكرهي وحاقده عليه يا مقروطة اللسان وبالعة نص الأبجدية؟ ���,hate,gender,levantine,letmi
@DimaSadek انت بمزبلة التاريخ,hate,gender,levantine,letmi
@313_fadel____17 @zaiii313nab @berrynawal يخرب عقلك�,hate,gender,levantine,letmi
@DimaSadek تفوووو على بداحتك #ديما_الواطية و كل اهلك كلن يعني كلن واطيين متلك و طالعة الن قذرة و مجوية,hate,gender,levantine,letmi
@DimaSadek ديما صادق واطية و بجدارة,hate,gender,levantine,letmi
@DimaSadek ما بتقدري الا تكوني زبالة,hate,gender,levantine,letmi
@yumnafawaz عون تاج لبنان. وكرامته من كرامة لبنان. روحي على بيتك انضبي  وبلا فلسفة,hate,gender,levantine,letmi
@sara56726849 @DimaSadek @sara56726849 هيّي مش قصّة مأمنة مستقبلها برّا و بس هيدي رح تقبض بلوة اذا بتساعد بخراب الب… https://t.co/HkELReq9oh,hate,gender,levantine,letmi
@DimaSadek بيكفي كذب اهلك عايشين عمرهم بين يلي عم بتقولي عم بهددوها وأنت من يوم يومك تافهة وما سمعنا حدا قرب صوبهم.  استحي ع حالك,hate,gender,levantine,letmi
@DimaSadek وحده واطيه بلا شرف,hate,gender,levantine,letmi
@DimaSadek يا واطية و يا احقر الناس انت ! تفه عليكي و عليها #ديما_الواطية,hate,gender,levantine,letmi
@Jessicaazar برايي خليكي ساكتي احسن.,hate,gender,levantine,letmi
@user @user الطم و الي شرف!  و انت روح اشرب بول البعير و ارضع من ..... و لا بلاش,hate,race,mixed,mlma
@NicoleHajal انضبي ما رح تقدروا تعملوا فتنة مع السيد لا الموت موتى بغيظك خليكي مع زعميك المجرم,hate,gender,levantine,letmi
"@yumnafawaz غليظة والله 
خلص خففي شوي",hate,gender,levantine,letmi
للابد اكره الرجال الي يتدخل في امور الحريم ياخي كلزق واسترجل وفكنا منك,hate,gender,mixed,mlma
RT @AbbMahdi: @DimaSadek ما في شي اسمو انتصار للثورة الا لما يعلقوك من لسانك بساحة الشهداء #ديما_الواطية,hate,gender,levantine,letmi
@DimaSadek روحي نقبري عل القضاء طالبي يا ساقطه,hate,gender,levantine,letmi
@yumnafawaz @General_Aoun العمى ما اسخفك انتي وما ابشع حكيك,hate,gender,levantine,letmi
@DimaSadek فيكي توقفي استفراغ سمومك وتريحينا من سما ربك؟ العما بقلبك ما اسألك وشو انك بلا وفى #تفه,hate,gender,levantine,letmi
@DimaSadek اخسئي يا #شلكة_وسام_الحسن,hate,gender,levantine,letmi
@yumnafawaz حقارة البعض لا توصف ... الشعب الشجاع الوطني بالشوارع وفي هاك عالم زبالة المجتمع عمال تحكي ... تفو عليكم وعلى عهدكم الخاين العميل,hate,gender,levantine,letmi
@Elias_Ghaleb_ @berrynawal يفكً رقبتك,hate,gender,levantine,letmi
@yumnafawaz شفتي التاريخ دخلك يا جاهلة ؟,hate,gender,levantine,letmi
@DimaSadek قال لن يسقط العهد مش الحكومة يا هبلة!,hate,gender,levantine,letmi
@yumnafawaz كذابة كلن يعني كلن كلكم مرتشين ومنافقين وشذاذي الراي,hate,gender,levantine,letmi
@DimaSadek ابكي بترتاحي خلص �,hate,gender,levantine,letmi
@DimaSadek بس يا هبلة،  انت بدك مين يشرحلك يا مخ الحمار،  هو قال لا أؤيد استقالة الحكومة،  بس عن العهد قال لن يسقط،  فهمتي أو بعيد يا بغلة,hate,gender,levantine,letmi
@DimaSadek ايتها الحمقاء قال سيدك وسيد البلد لن يسقط العهد,hate,gender,levantine,letmi
@DimaSadek ههههههه.    تضربي ما احمرك.,hate,gender,levantine,letmi
@yumnafawaz عتول عم تشخ تحتا شخاخة,hate,gender,levantine,letmi
@DimaSadek سدي حلقك,hate,gender,levantine,letmi
"@ALJADEEDNEWS مجموعة مسلحة 
فتانة رقم واحد 
نانسي السبع",hate,gender,levantine,letmi
@Tabanjara @HichamHaddad57 @DimaSadek وسرماية عتيقة كمان,hate,gender,levantine,letmi
"RT @AmerAttieh1: كل التحية الك عادل ولضيوفك وخصوصي  ويلي عم يتعدوا عليكي بلا اخلا وبلا ضمير @yumnafawaz
 #بيت_الكل",hate,gender,levantine,letmi
@DimaSadek @LBCI_NEWS العمى ما ازنخك مش مهضومة,hate,gender,levantine,letmi
@DimaSadek سخيفة وتافهة.,hate,gender,levantine,letmi
@DimaSadek انتي أوطى من البزقة ع الأرض ��,hate,gender,levantine,letmi
@DimaSadek انشالله بتلف البزقة وبتجي بنص خلقتك يا شرشوحة يللا انضبي انحرق كرتك يا قبيضة السفارات,hate,gender,levantine,letmi
@DimaSadek هيدا كان رد على إستفزازهن وشتم سيد المقاومة يا إم مخطه,hate,gender,levantine,letmi
@shaza_nsd @DimaSadek واطيه يا ديما,hate,gender,levantine,letmi
"@DimaSadek ديما صوت إسرائيلي واضح،والعهر عندها مش أبو ساعتو،
الهيئة العهر عندها فيه مدرسة.",hate,gender,levantine,letmi
@yumnafawaz @rayaelhassan والحشا بتخوفي العمى ما ابشعك,hate,gender,levantine,letmi
@DimaSadek كذبي وسلينا يا بهيمة,hate,gender,levantine,letmi
@DimaSadek هيدي طلعت من فصيلتك حيوانه من درجة واطيه https://t.co/yPJtuazyGA,hate,gender,levantine,letmi
@DimaSadek ما تنسي أنك شرشوحة كمان يا حمالة الحطب  والله ما تضلك تنبحي متل الكلبة مش رح يلكشك بصباتة ويجيب اسمك على تمه لو بتموتي ������,hate,gender,levantine,letmi
@DimaSadek حضرتك اوسخ من الوسخ نفسه,hate,gender,levantine,letmi
"@DimaSadek سدي بوزك
راس الفتنة انتي",hate,gender,levantine,letmi
@DimaSadek عميلة اسرائيلية,hate,gender,levantine,letmi
@yumnafawaz عنجد سخيفة شو بدك بالتسمية هلا شوفي ادي عقلاني,hate,gender,levantine,letmi
@DimaSadek نطالب الدوله بسجن #ديما_الواطيه  البوق الصهيوني,hate,gender,levantine,letmi
@DimaSadek تفضلوا هالبهلة����,hate,gender,levantine,letmi
@DimaSadek انضبي يا فاجرة يا واطية، الجيش خط أحمر,hate,gender,levantine,letmi
@DimaSadek سيدك وتاج راسك يا حيوانة,hate,gender,levantine,letmi
@DimaSadek يا اعلامية ياحقيرة لو ما عملو خمس ايار ما كان في سبع ايار خرسي يا وسخة,hate,gender,levantine,letmi
@DimaSadek ولي روحي نضبي عنجد ما اقرفك,hate,gender,levantine,letmi
@DimaSadek اسكتي يا عاهرة,hate,gender,levantine,letmi
@DimaSadek إذا السيد حسن قبلك مسمار بنعلو إيلك الشرف,hate,gender,levantine,letmi
@DimaSadek ساقطة انت ومن معك وليس رجال الله #ثورة مصدية,hate,gender,levantine,letmi
@user @user هذا ما أدخلوه في مخك المصدي شرابي بول البعير.,hate,race,mixed,mlma
@user @user هههههه حمير ولا ماكان الفرس ركبوكم مسألة وقت يا خنزير لم يبقى الا القليل شوف وين كنتو وين صرت… @url,hate,race,mixed,mlma
@DimaSadek ديما الواطية سدي بوزك,hate,gender,levantine,letmi
@DimaSadek انتي بالذات سدي بوزك حيوانة,hate,gender,levantine,letmi
@DimaSadek روحي نضبي بقا و ستحي على حالك يا حاقودي حرريه من سامي و جعجع ملوك حرب الاهليه و العملاء,hate,gender,levantine,letmi
@DimaSadek انشالله بيقبرك !!!على قلبك قاعد كلن بهل وقت قاعدين عم يسمعو غصب عنك�طقي وفرقعي https://t.co/OVKfVIQBme,hate,gender,levantine,letmi
@DimaSadek ولك انتي مزبلة تويتر,hate,gender,levantine,letmi
@awxvic110111 @DimaSadek يلعن عرضها شو طيوبة,hate,gender,levantine,letmi
"@DimaSadek العميلة
#ديما_الواطية",hate,gender,levantine,letmi
@NadimKoteich @DimaSadek شو هل جلجوئة المريضة ! بتحكي بحقوق المرأة و قبلت الشتام مبارح لام وزير مع ضحك عريض ولو شو هالسفاهة,hate,gender,levantine,letmi
@yumnafawaz انت مكعب غباء حاقد. لو شو ما حكي السيد ما بدك تفهمي عليه هاي جماهير حاقنة وساكتة صرلها زمان من الشتائم… https://t.co/YzEpV85WM5,hate,gender,levantine,letmi
"@DimaSadek الثورة عطتك عمرها يا معترة هههه 
#ديما_الوطية",hate,gender,levantine,letmi
"@elissianmatthi1 @DimaSadek صباط السيد حسن بنيعك
وصباط جبران باسيل عا راسك",hate,gender,levantine,letmi
"@DimaSadek ريتو قارطقك ياها بنيعك ما تعرفي راسك من كعب جريك
#ديما_الواطية",hate,gender,levantine,letmi
@Nisreenkafa @DimaSadek خليكي بالمطبخ,hate,gender,levantine,letmi
@abir_zgheib @DimaSadek ان شاء الله يقبرها عنجد..,hate,gender,levantine,letmi
@DimaSadek يا عمي ديما صادق بدها تنشهر و صدقوني لما انتشر هاشتاغ الواطية ديما، ديما كتير كانت مبسوطة انو هي تريند.… https://t.co/J2ZlEEPQrz,hate,gender,levantine,letmi
@DimaSadek سخيفة وعقلك صغير.... عيب عنجد,hate,gender,levantine,letmi
@yumnafawaz @General_Aoun ما اقرف بوزك.ام نص لساة,hate,gender,levantine,letmi
@DimaSadek اخرسي ولي عنزة #ديما_الواطية,hate,gender,levantine,letmi
@DimaSadek عبالي انزل شوفك وبوسك من فوق لتحت لان مشتقلك كتير,hate,gender,levantine,letmi
